Efector,Area,Tipo de Dispositivo,SO,Procesador,RAM,Disco,Conexion,V.de conexion,Rango Ip,Mac,Inventario,Fecha,Scoring Procesador,F. Cant. RAM,F. Tipo RAM
Bignone,Consultorio1,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1GB,10.254.64.109,D4:5D:DF:08:75:A2,,11 Septiembre,1215,4GB,SODI
Bignone,Administracion 1 ,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.64.101,6C:24:08:B9:C1:0E,,11 Septiembre,9195,8GB,SODI
Bignone,Administracion 2,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 250 GB,Cableada,100Mb,10.254.64.106,54:B2:03:05:5F:9D,,11 Septiembre,1215,4GB,SODI
Bignone,Direccion,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Wifi,240Mb,10.255.64.132,C8:CB:9E:5E:D6:C5,,11 Septiembre,9195,8GB,SODI
Bignone,Direccion 2 ,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1GB,10.254.64.126,D4:5D:DF:08:76:1B,,11 Septiembre,1215,4GB,SODI
Bignone,Radio,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 1 TB,Cableada,1GB,,MVLSSMAR81,,11 Septiembre,1215,4GB,SODI
Bignone,Estimulacion visual,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1GB,10.254.64.104,08:BF:B8:1D:E0:4C,,11 Septiembre,15982,8GB,DIMM
Bignone,Notebook Radio,HP 240 G7 Notebook PC,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-8130U CPU @ 2.20GHz,SODIMM DDR4 4GB,SSD 120 GB,cableada,100Mb,10.254.64.124,38:22:E2:EF:EA:91,,11 Septiembre,3533,4GB,SODI
Bignone,Biblioteca,,,,,,,,10.255.64.110,,,11 Septiembre,,,
Marini,Cons 36,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.140,6C:24:08:6D:FE:B3,,11 Septiembre,15758,8GB,SODI
Marini,Administracion,Lenovo Notebok 20NES15F00,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,Cableada,1GB,10.254.18.190,54:05:DB:68:5B:2A,,11 Septiembre,3733,8GB,SODI
Marini,Labo. Estimulacion Multisensorial,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.210,54:B2:03:05:5F:9F,,11 Septiembre,1215,4GB,SODI
Marini,Compras, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,100MB,10.254.18.169,44:37:E6:DC:A8:7E,,11 Septiembre,1882,4GB,DIMM
Marini,Cons 38, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100MB,10.254.18.216,44:37:E6:DC:9F:1F,,10 Septiembre,1882,4GB,DIMM
Marini,Cons 40, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100MB,10.254.18.147,44:37:E6:DC:A7:35,,11 Septiembre,1882,4GB,DIMM
Marini,Estadistica, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,SSD 250 GB,Cableada,100MB,10.254.18.151,44:37:E6:DC:A9:E8,,11 Septiembre,1882,4GB,DIMM
Marini,Cons 41,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100MB,10.254.18.150,D4:5D:DF:08:74:31,,11 Septiembre,1215,4GB,SODI
Marini,Facturacion 1,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.18.130,08:3A:88:6C:61:26,,11 Septiembre,7270,8GB,SODI
Marini,Cons 42,Desktop MSI,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,100MB,10.254.18.220,4C:CC:6A:D7:1D:A3,,11 Septiembre,4307,4GB,DIMM
Marini,Facturacion 2 ,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1GB,10.254.18.202,08:3A:88:6C:4D:F2,,11 Septiembre,7270,8GB,SODI
Marini,Facturacion 3,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.158,08:3A:88:6C:52:90,,11 Septiembre,7270,8GB,SODI
Marini,Cons 43,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.154,6C:24:08:6D:FC:A2,,11 Septiembre,15758,8GB,SODI
Marini,Cons 44,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.168,6C:24:08:6D:F9:A4,,11 Septiembre,15758,8GB,SODI
Marini,Facturacion 4,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.188,08:3A:88:6C:89:5C,,11 Septiembre,7270,8GB,SODI
Marini,Cons 45,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.218,D4:5D:DF:08:75:9A,,11 Septiembre,1215,4GB,SODI
Marini,Recepción  2°,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.241,D4:5D:DF:08:77:45,,11 Septiembre,1215,4GB,SODI
Marini,Recepción  2° 2,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.144,08:3A:88:6C:59:89,,11 Septiembre,7270,8GB,SODI
Marini,Cons 19,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100MB,10.254.18.183,50:54:7B:9F:FC:23,,11 Septiembre,1215,4GB,SODI
Marini,Cons 19,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1GB,10.254.18.174,08:BF:B8:1D:E3:2A,,11 Septiembre,15982,8GB,DIMM
Marini,Archivo,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1GB,10.254.18.172,6C:24:08:6D:FE:49,,11 Septiembre,15758,8GB,SODI
Marini,Recepción 1° izquierda,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100GB,10.254.18.240,D4:5D:DF:08:76:42,,10 Septiembre,1215,4GB,SODI
Marini,Recepción 1° centro ,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1GB,10.254.18.184,D4:5D:DF:08:76:3E,,11 Septiembre,1215,4GB,SODI
Marini,Recepción 1° derecha,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1GB,10.254.18.178,D4:5D:DF:08:77:59,,11 Septiembre,1215,4GB,SODI
Marini,Asistente dirección ,Lenovo Notebok 20NES15F00,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.164,54:05:DB:68:68:90,,11 Septiembre,3733,8GB,SODI
Marini,Jefatura,LENOVO 12LM0002AC Mini Pc,Microsoft Windows 10 Pro,13th Gen Intel(R) Core(TM) i5-13420H,SODIMM DDR4 16GB,M2 250 GB,Cableada,1GB,10.254.18.167,E8:80:88:D2:95:ED,,11 Septiembre,17366,6GB,SODI
Marini,Cons 24 ,,,ACER ATOM,,,,,,,,11 Septiembre,125,,
Marini,Cons 35,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.232,D4:5D:DF:08:76:2D,,11 Septiembre,1215,4GB,SODI
Marini,Cons 26,Desktop Lenovo,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,DIMM DDR3 2GB,SSD 120 GB,Cableada,100MB,10.254.18.176,70:F3:95:1D:B5:60,,11 Septiembre,1973,2GB,DIMM
Marini,Cons 26, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100MB,10.254.18.149,54:B2:03:04:2A:94,,11 Septiembre,2629,4GB,SODI
Marini,Cons 27,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.175,D4:5D:DF:08:76:86,,11 Septiembre,1215,4GB,SODI
Marini,Gimnasio PB,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100MB,10.254.18.200,D4:5D:DF:08:75:9E,,11 Septiembre,1215,4GB,SODI
Marini,Cons 22,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.18.132,08:3A:88:6C:73:7D,,11 Septiembre,7270,8GB,SODI
Marini,Gimnasio PB 1,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.238,54:B2:03:05:5E:2C,,11 Septiembre,1215,4GB,SODI
Marini,Cons 31,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.177,6C:24:08:6E:00:DA,,11 Septiembre,15758,8GB,SODI
Marini,Cons 32,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.131,6C:24:08:6D:FC:AE,,11 Septiembre,15758,8GB,SODI
Marini,Jefe Kinesiologia,,,AMD Sempron(tm) 145 Processor,,,,,,,,11 Septiembre,540,,
Marini,Laboratorio Protesis,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.223,D4:5D:DF:08:75:A4,,11 Septiembre,1215,4GB,SODI
Marini,Cons 14,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,,,D4:5D:DF:08:74:2D,,10 Septiembre,1215,4GB,SODI
Marini,Cons 33,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,,10.254.18.131,6C:24:08:77:2C:BC,,11 Septiembre,15758,8GB,SODI
Marini,Cons 16,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.155,6C:24:08:6D:FB:99,,11 Septiembre,15758,8GB,SODI
Marini,Vacunacion ,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,,08:BF:B8:1D:E0:4A,,11 Septiembre,15982,8GB,DIMM
Marini,Cons 30,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.180,D4:5D:DF:08:76:34,,11 Septiembre,1215,4GB,SODI
Marini,Vacunacion ,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100MB,10.254.18.187,6C:24:08:77:32:1D,,11 Septiembre,15758,8GB,SODI
Marini,Ventanilla,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.134,08:BF:B8:1D:E1:06,,11 Septiembre,15982,8GB,DIMM
Marini,Ventanilla 2 ,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.137,08:BF:B8:1D:DF:E7,,11 Septiembre,15982,8GB,DIMM
Marini,Cons 28,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.166,D4:5D:DF:08:77:25,,11 Septiembre,1215,4GB,SODI
Marini,Ventanilla 3,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.193,D4:5D:DF:08:77:10,,11 Septiembre,1215,4GB,SODI
Marini,Ventanilla A,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.160,08:BF:B8:1D:E0:B8,,11 Septiembre,15982,8GB,DIMM
Marini,Ventanilla B,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1GB,10.254.18.152,08:BF:B8:1D:DF:98,,11 Septiembre,15982,8GB,DIMM
Marini,Cons 23,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.143,08:BF:B8:1D:E0:C2,,11 Septiembre,15982,8GB,DIMM
Marini,Cons 39,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.230,54:B2:03:05:5F:A4,,11 Septiembre,1215,4GB,SODI
Marini,Cons 29,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.195,54:B2:03:05:5E:3F,,11 Septiembre,1215,4GB,SODI
Marini,Fisiatria,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100MB,10.254.18.143,D4:5D:DF:08:75:98,,11 Septiembre,1215,4GB,SODI
Marini,Cons 15,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100MB,10.254.18.170,08:3A:88:6C:54:E5,,11 Septiembre,7270,8GB,SODI
Marini,Fondo Ventanilla,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1GB,10.254.18.182,D4:5D:DF:08:77:64,,11 Septiembre,1215,4GB,SODI
Marini,CUD,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1GB,10.254.18.224,54:B2:03:05:5F:A1,,11 Septiembre,1215,4GB,SODI
Marini,Cons 34, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1GB,10.254.18.145,44:37:E6:DC:A6:C1,,11 Septiembre,1882,4GB,DIMM
Marini,Cons 5, CX Mini HSW-P1,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4010U CPU @ 1.70GHz,SODIMM DDR3 4GB,HDD 500 GB,Cableada,100MB,10.254.18.162,00:71:C2:49:2C:0F,,11 Septiembre,1664,4GB,SODI
Marini,Cons 5 ,System manufacturer,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,1GB,10.254.18.185,E0:3F:49:55:B0:4F,,11 Septiembre,2459,4GB,DIMM
Marini,Cons 12, CX Mini HSW-P1,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4010U CPU @ 1.70GHz,SODIMM DDR3 8GB,SSD 250 GB,Cableada,100MB,10.254.18.213,00:71:C2:49:2C:12,,11 Septiembre,1664,8GB,SODI
Marini,Cons 11,MSI,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR4 4GB,HDD 1 TB,Cableada,1GB,10.254.18.226,4C:CC:6A:D7:1D:A5,,11 Septiembre,4307,4GB,DIMM
Marini,Cons 6, LENOVO 10B4A0DEAC,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100MB,10.254.18.211,44:37:E6:DC:A9:76,,11 Septiembre,1882,4GB,DIMM
Marini,,,,,,,,,,,,11 Septiembre,,,
Marini,"Faltan 4,7, 8, 3, 9",,,,,,,,,,,11 Septiembre,,,
Zoonosis,Direccion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100Mb,10.254.14.13,08:BF:B8:1D:E2:EA,,16/09/2025,15982,8GB,DIMM
Zoonosis,Ecografia,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,1Gb,10.254.14.5,18:C0:4D:86:DF:07,,16/09/2025,6580,4GB,DIMM
Zoonosis,Oficina administracion (cartel direccion),Desktop,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G630 @ 2.70GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,100Mb,10.254.14.20,BC:5F:F4:4E:2A:AF,,16/09/2025,1350,4GB,DIMM
Zoonosis,Direccion,Lenovo Notebok 20NES15F00,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.254.14.15,54:05:DB:68:5C:4D,,16/09/2025,3733,8GB,SODI
Zoonosis,Recepcion,Desktop Lenovo,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 4GB,SSD 120 GB,Cableada,100Mb,10.254.14.14,70:85:C2:42:9D:D5,,16/09/2025,5476,4GB,DIMM
Zoonosis,Direccion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.14.17,08:BF:B8:1D:E0:17,,16/09/2025,15982,8GB,DIMM
Zoonosis,Recepcion,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,100Mb,10.254.14.3,08:3A:88:6C:51:38,,16/09/2025,7270,8GB,SODI
Zoonosis,Oficina administracion (cartel direccion),Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.14.16,08:3A:88:6C:5B:ED,,16/09/2025,7270,8GB,SODI
Zoonosis,Vacunatorio,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 250 GB,Cableada,1Gb,10.254.14.19,D4:5D:DF:08:76:3B,,16/09/2025,1215,4GB,SODI
Zoonosis,Direccion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.14.9,08:BF:B8:1D:E1:A5,,16/09/2025,15982,8GB,DIMM
Zoonosis,Direccion,Notebook,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,SODIMM DDR4 8GB,M2 500 GB,Cableada,100Mb,10.254.14.21,48:2A:E3:66:4D:30,,16/09/2025,5807,8GB,SODI
Zoonosis,Cons 2,Desktop,Microsoft Windows 7 Professional,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 4GB,HDD 1 TB,Cableada,1Gb,10.254.14.38,70:85:C2:42:9D:DF,,16/09/2025,5476,4GB,DIMM
Zoonosis,Cons 1,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 250 GB,Cableada,1Gb,10.254.14.22,54:B2:03:05:5E:2F,,16/09/2025,1215,4GB,SODI
Cabral,,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.74.55,F4:4D:30:AD:85:05,,16/09/2025,5476,8GB,DIMM
Cabral,,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.74.58,F4:4D:30:AD:F5:68,,16/09/2025,5476,8GB,DIMM
Cabral,,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.74.61,F4:4D:30:AD:83:8E,,16/09/2025,5476,8GB,DIMM
Cabral,,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.74.52,40:8D:5C:9D:1D:F0,,16/09/2025,2017,4GB,DIMM
Cabral,,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.74.60,F4:4D:30:AD:93:C8,,16/09/2025,5476,8GB,DIMM
Cabral,,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.254.74.57,6C:24:08:6D:FB:2C,,16/09/2025,15758,8GB,SODI
Cabral,,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.74.51,6C:24:08:B9:CB:8F,,16/09/2025,9195,8GB,SODI
Burman,,LENOVO Desktop 10B4A04DAC,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,DIMM DDR3 8GB,HDD 500 GB,Cableada,1Gb,10.254.28.99,D0:27:88:90:6D:68,,Online,3329,8GB,DIMM
Burman,,Lenovo Notebok 20NES15F00,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,Inalambrica,400Mb,10.254.28.108,54:05:DB:68:61:8A,,Online,3733,8GB,SODI
Burman,,Lenovo Desktop 10AX0061AS,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130T CPU @ 2.90GHz,SODIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.28.101,00:23:24:75:4B:2E,,Online,2896,4GB,SODI
Burman,,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.28.98,08:3A:88:6C:8F:5B,,Online,7270,8GB,SODI
Burman,,LENOVO 10AX004CAS Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-4570T CPU @ 2.90GHz,SODIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.28.93,D8:CB:8A:20:8F:CC,,Online,3234,4GB,SODI
Burman,,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.28.104,08:BF:B8:1D:E0:FA,,Online,15982,8GB,DIMM
